ID;Название;Вердикт;Status;Длина_Ряда;Среднее_Значение;Станд_Отклонение;Коэф_Вариации;Асимметрия_Сдвига;Эксцесс_Хвостов;Процентиль_75;Процентиль_95;Коэф_Аномалий_Шага;Энтропия_Шеннона;Энтропия_Перестановок;Приближенная_Энтропия_ApEn;Автокорреляция_Лаг1;Автокорреляция_Лаг2;Автокорреляция_Лаг3;Автокорреляция_Лаг4;Автокорреляция_Лаг5;Энергия_Спектра_Фурье;Главная_Частота_Фурье;Пик_Амплитуды_Фурье;Медианная_Частота_Фурье;Дисперсия_Спектра_Фурье;Спектральная_Энтропия_Фурье;Радиус_Векторного_Облака;Физическая_Длина_Змеи;Доля_Оси_PCA_X;Доля_Оси_PCA_Y;Доля_Оси_PCA_Z;Сила_Ротора_Закрутки;Индекс_Сквозных_Дыр;Коэф_Ветвления_Пирсона;Фрактал_Размерность_GP;Показатель_Херста_Памяти;Девиация_Закона_Бенфорда;Доля_Первых_Единиц_Бенфорда;Бенфорд_Хи_Квадрат;Бенфорд_KL_Дивергенция;Бенфорд_Стат_Вердикт
"=""A000031""";"Number of n-bead necklaces with 2 colors when turning over is not allowed; also number of output sequences from a simple n-stage cycling shift register; also number of binary irreducible polynomials whose degree divides n.";[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0618;Успешно;"=""36.0""";"=""56251365.11""";"=""182382289.28""";"=""3.2423""";"=""4.0618""";"=""16.488""";"=""3178838.0""";"=""321549414.0""";"=""16.99""";"=""5.1699""";"=""-0.0""";"=""0.6063""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.176468172491331e+19""";"=""1.0""";"=""1960341445.51""";"=""10.0""";"=""409654972.78""";"=""4.0634""";"=""112383066.47""";"=""1134384403.08""";"=""0.9996""";"=""0.0004""";"=""0.0""";"=""13844632775228.79""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6179""";"=""0.0096""";"=""0.2778""";"=""5.3064""";"=""0.0936""";Значим (Хи-Квадрат OK)
"=""A000032""";Lucas numbers beginning at 2: L(n) = L(n-1) + L(n-2), L(0) = 2, L(1) = 1.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.6298;Успешно;"=""39.0""";"=""5867336.56""";"=""16808307.66""";"=""2.8647""";"=""3.6298""";"=""13.1366""";"=""930249.0""";"=""35448605.9""";"=""14.51""";"=""5.2854""";"=""0.1793""";"=""0.765""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.1485585649053043e+17""";"=""1.0""";"=""217220335.2""";"=""10.0""";"=""48208102.84""";"=""4.0839""";"=""11957597.68""";"=""108037039.67""";"=""1.0""";"=""0.0""";"=""0.0""";"=""8.66""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6485""";"=""0.0055""";"=""0.3077""";"=""3.0665""";"=""0.0587""";Значим (Хи-Квадрат OK)
"=""A000033""";a(n) = A058087(n,n-2).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.3499;Успешно;"=""22.0""";"=""1.4833979509055205e+19""";"=""6.479656346043812e+19""";"=""4.3681""";"=""4.3499""";"=""16.9652""";"=""75916310954780.0""";"=""1.349882973504955e+19""";"=""20.04""";"=""4.4594""";"=""-0.0""";"=""0.3676""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""0.9999""";"=""1.060441706552203e+42""";"=""1.0""";"=""3.2568285197325323e+20""";"=""6.0""";"=""9.886602418888288e+18""";"=""3.4587""";"=""2.954510841844589e+19""";"=""3.1178540227172224e+20""";"=""0.9999""";"=""0.0001""";"=""0.0""";"=""5.085543913456104e+35""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4921""";"=""0.029""";"=""0.4286""";"=""-1.0""";"=""0.2332""";Мало данных (Оценка по KL)
"=""A000034""";"Period 2: repeat [1, 2]; a(n) = 1 + (n mod 2).";[Класс 7] Чистый Гармонический Резонанс, частота=51.0;Успешно;"=""102.0""";"=""1.5""";"=""0.5""";"=""0.3333""";"=""0.0""";"=""-2.0""";"=""2.0""";"=""2.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.6931""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""2601.0""";"=""51.0""";"=""51.0""";"=""51.0""";"=""7.07""";"=""-0.0""";"=""0.87""";"=""171.47""";"=""1.0""";"=""0.0""";"=""0.0""";"=""4.24""";"=""0.5773""";"=""-1.0""";"=""3.0""";"=""0.0""";"=""0.1883""";"=""0.5""";"=""127.5204""";"=""1.1188""";Нетипичный ряд
"=""A000035""";"Period 2: repeat [0, 1]; a(n) = n mod 2; parity of n.";[Класс 14] Геометрический Тор (Псевдо-Шум), дыры=100000.0;Успешно;"=""105.0""";"=""0.5""";"=""0.5""";"=""1.0096""";"=""0.019""";"=""-1.9996""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""0.9999""";"=""0.6931""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""1.0""";"=""-1.0""";"=""1378.0""";"=""52.0""";"=""33.42""";"=""50.0""";"=""4.75""";"=""4.2656""";"=""0.87""";"=""176.67""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.41""";"=""100000.0""";"=""-1.0""";"=""3.0""";"=""0.1469""";"=""0.5634""";"=""1.0""";"=""120.7403""";"=""1.732""";Нетипичный ряд
"=""A000036""";"Let A(n) = #{(i,j): i^2 + j^2 <= n}, V(n) = Pi*n, P(n) = A(n) - V(n); A000099 gives values of n where |P(n)| sets a new record; sequence gives closest integer to P(A000099(n)).";[Класс 16] Тектонический Сдвиг / Сбой Системы, аномалия шага=6.474;Успешно;"=""59.0""";"=""-34.37""";"=""40.95""";"=""1.1914""";"=""0.0306""";"=""-1.3523""";"=""6.5""";"=""23.4""";"=""6.47""";"=""5.5987""";"=""2.0253""";"=""1.7057""";"=""0.846""";"=""0.8428""";"=""0.865""";"=""0.904""";"=""0.8166""";"=""2918960.0""";"=""1.0""";"=""1420.07""";"=""9.0""";"=""247.32""";"=""4.2534""";"=""65.83""";"=""1419.5""";"=""0.6732""";"=""0.1639""";"=""0.1628""";"=""712.52""";"=""0.0057""";"=""-0.5035""";"=""0.0""";"=""0.7988""";"=""0.0301""";"=""0.1864""";"=""17.1743""";"=""0.1738""";Нетипичный ряд
"=""A000037""";Numbers that are not squares (or, the nonsquares).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9999;Успешно;"=""90.0""";"=""51.83""";"=""28.13""";"=""0.5427""";"=""-0.0415""";"=""-1.1861""";"=""75.75""";"=""94.55""";"=""1.84""";"=""6.4919""";"=""-0.0""";"=""1.4819""";"=""0.9999""";"=""0.9999""";"=""0.9999""";"=""0.9999""";"=""0.9998""";"=""3205665.0""";"=""1.0""";"=""1391.95""";"=""6.0""";"=""224.36""";"=""4.6345""";"=""41.18""";"=""167.19""";"=""0.9909""";"=""0.0054""";"=""0.0036""";"=""15.72""";"=""0.0061""";"=""-0.1""";"=""0.0""";"=""0.8137""";"=""0.0606""";"=""0.1""";"=""40.2435""";"=""0.3087""";Нетипичный ряд
"=""A000038""";Twice A000007.;[Класс 11] Сплетенная Нелинейная Стохастика, Херст Памяти=0.499;Успешно;"=""105.0""";"=""0.02""";"=""0.19""";"=""10.198""";"=""10.1""";"=""100.0096""";"=""0.0""";"=""0.0""";"=""104.0""";"=""0.0776""";"=""0.0789""";"=""0.1169""";"=""0.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""208.0""";"=""1.0""";"=""2.0""";"=""26.0""";"=""0.0""";"=""5.7004""";"=""0.04""";"=""2.0""";"=""1.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""0.5""";"=""0.0""";"=""1.0""";"=""0.499""";"=""1.0""";"=""0.301""";"=""-1.0""";"=""4.0""";Слишком короткий
"=""A000039""";Coefficient of q^(2n) in the series expansion of Ramanujan's mock theta function f(q).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=1.0;Успешно;"=""49.0""";"=""-2426.96""";"=""3700.44""";"=""1.5247""";"=""-1.7856""";"=""2.2544""";"=""-53.0""";"=""-3.8""";"=""5.36""";"=""5.6147""";"=""-0.0""";"=""0.8918""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""0.9998""";"=""0.9997""";"=""16438772740.0""";"=""1.0""";"=""88675.19""";"=""8.0""";"=""18495.6""";"=""4.0979""";"=""4406.25""";"=""22623.26""";"=""0.9943""";"=""0.004""";"=""0.0017""";"=""132159.86""";"=""0.0""";"=""0.9981""";"=""0.0""";"=""0.7499""";"=""0.0033""";"=""0.3265""";"=""2.2118""";"=""0.0338""";Значим (Хи-Квадрат OK)
"=""A000040""";The prime numbers.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9994;Успешно;"=""58.0""";"=""123.12""";"=""82.8""";"=""0.6725""";"=""0.1884""";"=""-1.2275""";"=""192.5""";"=""257.9""";"=""2.97""";"=""5.858""";"=""-0.0""";"=""1.7247""";"=""0.9994""";"=""0.999""";"=""0.9987""";"=""0.9987""";"=""0.9986""";"=""11537493.0""";"=""1.0""";"=""2691.73""";"=""5.0""";"=""507.0""";"=""4.1233""";"=""121.52""";"=""503.3""";"=""0.9707""";"=""0.0174""";"=""0.0119""";"=""869.66""";"=""0.0022""";"=""-0.0784""";"=""0.0""";"=""0.7964""";"=""0.0341""";"=""0.431""";"=""12.1417""";"=""0.1625""";Значим (Хи-Квадрат OK)
"=""A000041""";a(n) is the number of partitions of n (the partition numbers).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=1.0;Успешно;"=""50.0""";"=""21834.9""";"=""40398.06""";"=""1.8502""";"=""2.2508""";"=""4.3395""";"=""20722.0""";"=""116115.8""";"=""7.41""";"=""5.6039""";"=""-0.0""";"=""0.5318""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""0.9998""";"=""0.9997""";"=""2044390029273.0""";"=""1.0""";"=""906448.45""";"=""13.0""";"=""191918.77""";"=""4.2223""";"=""43340.25""";"=""259553.93""";"=""0.9961""";"=""0.0038""";"=""0.0001""";"=""5648593.2""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.7324""";"=""0.0108""";"=""0.38""";"=""4.5075""";"=""0.0969""";Значим (Хи-Квадрат OK)
"=""A000042""";Unary representation of natural numbers.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0651;Успешно;"=""20.0""";"=""6.172839506172838e+17""";"=""2.4195354811795845e+18""";"=""3.9196""";"=""4.0651""";"=""14.6958""";"=""361111111111111.0""";"=""1.6111111111111183e+18""";"=""17.1""";"=""4.3219""";"=""-0.0""";"=""0.3944""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.2218455914677385e+39""";"=""1.0""";"=""1.2271750800462774e+19""";"=""6.0""";"=""7.706872986926263e+17""";"=""3.3184""";"=""1.211681930159246e+18""";"=""1.1167081252668654e+19""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.7501484678093677e+19""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5051""";"=""0.5634""";"=""1.0""";"=""-1.0""";"=""1.732""";Нетипичный ряд
"=""A000043""";Mersenne exponents: primes p such that 2^p - 1 is prime. Then 2^p - 1 is called a Mersenne prime.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9918;Успешно;"=""50.0""";"=""9952697.38""";"=""19421091.85""";"=""1.9513""";"=""2.0916""";"=""3.5515""";"=""5984789.0""";"=""51237512.6""";"=""10.36""";"=""5.6439""";"=""-0.0""";"=""0.3488""";"=""0.9918""";"=""0.9841""";"=""0.9781""";"=""0.969""";"=""0.9568""";"=""4.723332758271722e+17""";"=""1.0""";"=""446710753.48""";"=""8.0""";"=""95821327.96""";"=""4.1628""";"=""22355819.81""";"=""139442742.96""";"=""0.8986""";"=""0.0645""";"=""0.0369""";"=""88921855427862.61""";"=""0.0""";"=""0.5868""";"=""0.0""";"=""0.7465""";"=""0.0035""";"=""0.26""";"=""1.3363""";"=""0.019""";Значим (Хи-Квадрат OK)
"=""A000044""";"Dying rabbits: a(0) = 1; for 1 <= n <= 12, a(n) = Fibonacci(n); for n >= 13, a(n) = a(n-1) + a(n-2) - a(n-13).";[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.1406;Успешно;"=""49.0""";"=""244100423.53""";"=""792279225.98""";"=""3.2457""";"=""4.1406""";"=""17.5234""";"=""14398164.0""";"=""1479853413.6""";"=""18.29""";"=""5.5177""";"=""-0.0""";"=""-0.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""7.535614994891473e+20""";"=""1.0""";"=""11563197320.98""";"=""12.0""";"=""2564640039.7""";"=""4.417""";"=""513865022.68""";"=""5637776859.57""";"=""1.0""";"=""0.0""";"=""0.0""";"=""21928203.63""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6472""";"=""0.0029""";"=""0.3061""";"=""2.4118""";"=""0.0393""";Значим (Хи-Квадрат OK)
"=""A000045""";Fibonacci numbers: F(n) = F(n-1) + F(n-2) with F(0) = 0 and F(1) = 1.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.7388;Успешно;"=""41.0""";"=""6534495.0""";"=""19250479.37""";"=""2.946""";"=""3.7388""";"=""14.0236""";"=""832040.0""";"=""39088169.0""";"=""15.28""";"=""5.3088""";"=""-0.0""";"=""0.638""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""3.114732934546515e+17""";"=""1.0""";"=""255528755.05""";"=""10.0""";"=""56685685.68""";"=""4.1571""";"=""13423467.52""";"=""126491971.12""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.73""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6483""";"=""0.005""";"=""0.3""";"=""2.5787""";"=""0.0522""";Значим (Хи-Квадрат OK)
"=""A000046""";Number of primitive n-bead necklaces (turning over is allowed) where complements are equivalent.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.387;Успешно;"=""41.0""";"=""344344439.61""";"=""1201971010.55""";"=""3.4906""";"=""4.387""";"=""19.4778""";"=""8964143.0""";"=""1808669170.0""";"=""19.49""";"=""5.1624""";"=""-0.0""";"=""0.5085""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.214299187726616e+21""";"=""1.0""";"=""13770940583.35""";"=""10.0""";"=""2883169861.29""";"=""4.2166""";"=""698676027.45""";"=""7932410025.42""";"=""0.9997""";"=""0.0003""";"=""0.0""";"=""456445196253826.25""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6171""";"=""0.0124""";"=""0.3415""";"=""5.5736""";"=""0.105""";Значим (Хи-Квадрат OK)
"=""A000047""";Number of integers <= 2^n of form x^2 - 2y^2.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0331;Успешно;"=""35.0""";"=""145093408.0""";"=""468122031.57""";"=""3.2263""";"=""4.0331""";"=""16.2097""";"=""8497368.5""";"=""831786522.9""";"=""16.73""";"=""5.1293""";"=""-0.0""";"=""0.6193""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.3422216981893128e+20""";"=""1.0""";"=""4914338757.73""";"=""9.0""";"=""1023531317.49""";"=""3.9857""";"=""288508500.57""";"=""2874315019.5""";"=""0.9998""";"=""0.0002""";"=""0.0""";"=""53010314964516.55""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6158""";"=""0.0145""";"=""0.2857""";"=""5.6698""";"=""0.1487""";Значим (Хи-Квадрат OK)
"=""A000048""";Number of n-bead necklaces with beads of 2 colors and primitive period n, when turning over is not allowed but the two colors can be interchanged.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.1949;Успешно;"=""38.0""";"=""100637905.66""";"=""336523787.04""";"=""3.3439""";"=""4.1949""";"=""17.6838""";"=""4216493.5""";"=""560390960.55""";"=""17.99""";"=""5.0374""";"=""-0.0""";"=""0.5821""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""8.251792950649758e+19""";"=""1.0""";"=""3714655110.75""";"=""10.0""";"=""776232473.26""";"=""4.1414""";"=""202430305.4""";"=""2145085139.4""";"=""0.9997""";"=""0.0003""";"=""0.0""";"=""41426940955427.06""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6176""";"=""0.0136""";"=""0.3421""";"=""9.2586""";"=""0.1767""";Значим (Хи-Квадрат OK)
"=""A000049""";Number of positive integers <= 2^n of the form 3*x^2 + 4*y^2.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.1663;Успешно;"=""37.0""";"=""311330436.3""";"=""1035979342.23""";"=""3.3276""";"=""4.1663""";"=""17.3983""";"=""12941838.0""";"=""1744594591.0""";"=""17.73""";"=""5.1554""";"=""-0.0""";"=""0.594""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""7.346418137019206e+20""";"=""1.0""";"=""11185491040.73""";"=""10.0""";"=""2330096552.49""";"=""4.0678""";"=""623575039.0""";"=""6523272559.4""";"=""0.9998""";"=""0.0002""";"=""0.0""";"=""235858904905447.53""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6157""";"=""0.0053""";"=""0.2571""";"=""2.3346""";"=""0.0453""";Значим (Хи-Квадрат OK)
"=""A000050""";Number of positive integers <= 2^n of form x^2 + y^2.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.1004;Успешно;"=""36.0""";"=""309020849.0""";"=""1012806518.52""";"=""3.2775""";"=""4.1004""";"=""16.8048""";"=""15541592.5""";"=""1753486803.75""";"=""17.23""";"=""5.1699""";"=""-0.0""";"=""0.6063""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""6.712929809517281e+20""";"=""1.0""";"=""10784826004.4""";"=""10.0""";"=""2241886384.15""";"=""4.0667""";"=""616778467.49""";"=""6298516037.55""";"=""0.9998""";"=""0.0002""";"=""0.0""";"=""234873529739443.03""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6158""";"=""0.0036""";"=""0.2778""";"=""2.0508""";"=""0.0393""";Значим (Хи-Квадрат OK)
"=""A000051""";a(n) = 2^n + 1.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0083;Успешно;"=""34.0""";"=""505290271.09""";"=""1624280965.99""";"=""3.2146""";"=""4.0083""";"=""15.9618""";"=""29360129.0""";"=""2899102925.8""";"=""16.5""";"=""5.0875""";"=""-0.0""";"=""0.6329""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.5413279492852246e+21""";"=""1.0""";"=""16623112714.71""";"=""9.0""";"=""3432448193.51""";"=""3.9882""";"=""999477209.56""";"=""9841006366.06""";"=""1.0""";"=""0.0""";"=""0.0""";"=""259198324.22""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6132""";"=""0.0093""";"=""0.2647""";"=""4.311""";"=""0.1282""";Значим (Хи-Квадрат OK)
"=""A000052""";1-digit numbers arranged in alphabetical order, then the 2-digit numbers arranged in alphabetical order, then the 3-digit numbers, etc.;[Класс 16] Тектонический Сдвиг / Сбой Системы, аномалия шага=7.5699;Успешно;"=""66.0""";"=""55.52""";"=""31.27""";"=""0.5632""";"=""-0.4043""";"=""-1.1356""";"=""82.75""";"=""95.75""";"=""7.57""";"=""6.0444""";"=""2.4043""";"=""1.5463""";"=""0.7944""";"=""0.6066""";"=""0.4944""";"=""0.3914""";"=""0.2951""";"=""2129112.0""";"=""2.0""";"=""884.43""";"=""12.0""";"=""185.42""";"=""4.3992""";"=""46.83""";"=""1461.75""";"=""0.6087""";"=""0.243""";"=""0.1482""";"=""2047.3""";"=""0.0085""";"=""-0.0651""";"=""0.0""";"=""0.6834""";"=""0.1328""";"=""0.1077""";"=""89.8379""";"=""0.9015""";Нетипичный ряд
"=""A000053""";Local stops on New York City 1 Train (Broadway-7 Avenue Local) subway.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9993;Успешно;"=""29.0""";"=""119.24""";"=""72.58""";"=""0.6087""";"=""0.234""";"=""-1.2298""";"=""181.0""";"=""235.2""";"=""1.96""";"=""4.858""";"=""-0.0""";"=""2.0887""";"=""0.9993""";"=""0.9983""";"=""0.9967""";"=""0.9957""";"=""0.9946""";"=""2214981.0""";"=""1.0""";"=""1179.46""";"=""7.0""";"=""281.84""";"=""3.3055""";"=""102.12""";"=""384.81""";"=""0.9677""";"=""0.0229""";"=""0.0094""";"=""619.19""";"=""0.0026""";"=""0.4282""";"=""0.0""";"=""0.7516""";"=""0.0364""";"=""0.4138""";"=""-1.0""";"=""0.1899""";Мало данных (Оценка по KL)
"=""A000054""";Local stops on New York City A line subway.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9995;Успешно;"=""25.0""";"=""109.36""";"=""60.4""";"=""0.5523""";"=""-0.086""";"=""-1.1717""";"=""163.0""";"=""198.0""";"=""1.54""";"=""4.6439""";"=""-0.0""";"=""2.1621""";"=""0.9995""";"=""0.9988""";"=""0.9982""";"=""0.9979""";"=""0.9976""";"=""1140022.0""";"=""1.0""";"=""829.69""";"=""6.0""";"=""201.12""";"=""3.1933""";"=""82.58""";"=""326.32""";"=""0.97""";"=""0.0196""";"=""0.0104""";"=""480.31""";"=""0.0031""";"=""0.1554""";"=""0.0""";"=""0.7373""";"=""0.0643""";"=""0.52""";"=""-1.0""";"=""0.2794""";Нетипичный ряд
"=""A000055""";Number of trees with n unlabeled nodes.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.8906;Успешно;"=""37.0""";"=""264510992806.81""";"=""1066433936917.95""";"=""4.0317""";"=""4.8906""";"=""23.7361""";"=""751065460.0""";"=""1111496974125.99""";"=""22.92""";"=""4.9932""";"=""-0.0""";"=""0.4729""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""7.7846907846917e+26""";"=""1.0""";"=""9661935482349.54""";"=""10.0""";"=""1687956017159.83""";"=""4.121""";"=""520513428206.94""";"=""6675614719143.16""";"=""0.9996""";"=""0.0004""";"=""0.0""";"=""4.6557073085431585e+20""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5766""";"=""0.0053""";"=""0.3514""";"=""2.2763""";"=""0.0773""";Значим (Хи-Квадрат OK)
"=""A000056""";Order of the group SL(2,Z_n).;[Класс 5] Космический закрученный Аттрактор, ротор закрутки=492394092.5893;Успешно;"=""43.0""";"=""17461.56""";"=""20300.36""";"=""1.1626""";"=""1.2743""";"=""0.8466""";"=""29568.0""";"=""52236.0""";"=""6.01""";"=""5.4263""";"=""1.5707""";"=""1.6619""";"=""0.9079""";"=""0.9927""";"=""0.9252""";"=""0.9912""";"=""0.9102""";"=""380990815803.0""";"=""1.0""";"=""460164.17""";"=""10.0""";"=""93626.17""";"=""3.9499""";"=""27221.2""";"=""355409.88""";"=""0.8021""";"=""0.1585""";"=""0.0393""";"=""492394092.59""";"=""0.0""";"=""-0.9102""";"=""0.0""";"=""0.7596""";"=""0.0064""";"=""0.2558""";"=""2.9134""";"=""0.0512""";Значим (Хи-Квадрат OK)
"=""A000057""";Primes that divide at least one term in every Fibonacci sequence.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9991;Успешно;"=""52.0""";"=""699.44""";"=""482.9""";"=""0.6904""";"=""0.2357""";"=""-1.0933""";"=""1078.0""";"=""1512.2""";"=""3.1""";"=""5.7004""";"=""-0.0""";"=""1.7712""";"=""0.9991""";"=""0.9981""";"=""0.9971""";"=""0.9956""";"=""0.9943""";"=""315575962.0""";"=""1.0""";"=""13575.54""";"=""6.0""";"=""2735.38""";"=""4.0116""";"=""686.99""";"=""3016.3""";"=""0.9614""";"=""0.0243""";"=""0.0143""";"=""33214.88""";"=""0.0004""";"=""0.0666""";"=""0.0""";"=""0.7844""";"=""0.0181""";"=""0.3462""";"=""9.1431""";"=""0.1217""";Значим (Хи-Квадрат OK)
